round,belief_accuracy
0,0.35
1,0.3631578947368421
2,0.3684210526315789
3,0.37105263157894736
4,0.3868421052631579
5,0.38421052631578945
6,0.28157894736842104
7,0.28157894736842104
8,0.29210526315789476
9,0.3105263157894737
10,0.32105263157894737
11,0.3236842105263158
12,0.32894736842105265
13,0.34210526315789475
14,0.34210526315789475
15,0.34210526315789475
16,0.3473684210526316
17,0.35
18,0.35
19,0.37105263157894736
20,0.36578947368421055
21,0.37105263157894736
22,0.37894736842105264
23,0.38421052631578945
24,0.3894736842105263
25,0.39210526315789473
26,0.4
27,0.41578947368421054
28,0.42894736842105263
29,0.4342105263157895
30,0.43157894736842106
31,0.4368421052631579
32,0.44473684210526315
33,0.44473684210526315
34,0.45
35,0.45
36,0.45
37,0.46842105263157896
38,0.46842105263157896
39,0.4763157894736842
40,0.4842105263157895
41,0.4921052631578947
42,0.49736842105263157
43,0.5052631578947369
44,0.5078947368421053
45,0.5157894736842106
46,0.5157894736842106
47,0.5184210526315789
48,0.5263157894736842
49,0.5236842105263158
50,0.5263157894736842
51,0.5289473684210526
52,0.5342105263157895
53,0.5342105263157895
54,0.531578947368421
55,0.5289473684210526
56,0.5289473684210526
57,0.5263157894736842
58,0.5289473684210526
59,0.5342105263157895
60,0.5421052631578948
61,0.5421052631578948
62,0.5421052631578948
63,0.5473684210526316
64,0.5473684210526316
65,0.55
66,0.55
67,0.55
68,0.5526315789473685
69,0.5526315789473685
70,0.5526315789473685
71,0.5526315789473685
72,0.55
73,0.55
74,0.5578947368421052
75,0.5578947368421052
76,0.5578947368421052
77,0.5578947368421052
78,0.5578947368421052
79,0.5552631578947368
80,0.5605263157894737
81,0.5631578947368421
82,0.5552631578947368
83,0.5631578947368421
84,0.5605263157894737
85,0.5605263157894737
86,0.5605263157894737
87,0.5578947368421052
88,0.5605263157894737
89,0.5631578947368421
90,0.5631578947368421
91,0.5657894736842105
92,0.5657894736842105
93,0.5657894736842105
94,0.5684210526315789
95,0.5684210526315789
96,0.5710526315789474
97,0.5684210526315789
98,0.5684210526315789
99,0.5684210526315789
100,0.5763157894736842
101,0.5815789473684211
102,0.5815789473684211
103,0.5815789473684211
104,0.5789473684210527
105,0.5815789473684211
106,0.5815789473684211
107,0.5868421052631579
108,0.5842105263157895
109,0.5868421052631579
110,0.5868421052631579
111,0.5842105263157895
112,0.5842105263157895
113,0.5868421052631579
114,0.5947368421052631
115,0.5973684210526315
116,0.5973684210526315
117,0.5973684210526315
