round,mce
0,0.6867710081592918
1,0.6867710081592918
2,0.6867710081592918
3,0.6867710081592918
4,0.6867710081592918
5,0.6867710081592918
6,0.7038317743433747
7,0.7038317743433747
8,0.7038317743433747
9,0.7038317743433747
10,0.7038317743433747
11,0.7038317743433747
12,0.7038317743433747
13,0.7029848543656781
14,0.7029848543656781
15,0.7029848543656781
16,0.7029848543656781
17,0.7029848543656781
18,0.7029848543656781
19,0.7029848543656781
20,0.6930780354754076
21,0.6930780354754076
22,0.6930780354754076
23,0.6930780354754076
24,0.6930780354754076
25,0.6930780354754076
26,0.6930780354754076
27,0.6924411971856708
28,0.6924411971856708
29,0.6924411971856708
30,0.6924411971856708
31,0.6924411971856708
32,0.6924411971856708
33,0.6924411971856708
34,0.694899277622605
35,0.694899277622605
36,0.694899277622605
37,0.694899277622605
38,0.694899277622605
39,0.694899277622605
40,0.694899277622605
41,0.6928132233824698
42,0.6928132233824698
43,0.6928132233824698
44,0.6928132233824698
45,0.6928132233824698
46,0.6928132233824698
47,0.6928132233824698
48,0.6931983816040381
49,0.6931983816040381
50,0.6931983816040381
51,0.6931983816040381
52,0.6931983816040381
53,0.6931983816040381
54,0.6931983816040381
55,0.6943931411999095
56,0.6943931411999095
57,0.6943931411999095
58,0.6943931411999095
59,0.6943931411999095
60,0.6943931411999095
61,0.6943931411999095
62,0.6940748333095027
63,0.6940748333095027
64,0.6940748333095027
65,0.6940748333095027
66,0.6940748333095027
67,0.6940748333095027
68,0.6940748333095027
69,0.6943922371248988
70,0.6943922371248988
71,0.6943922371248988
72,0.6943922371248988
73,0.6943922371248988
74,0.6943922371248988
75,0.6943922371248988
76,0.6945396531662433
77,0.6945396531662433
78,0.6945396531662433
79,0.6945396531662433
80,0.6945396531662433
81,0.6945396531662433
82,0.6945396531662433
83,0.6947078138315873
84,0.6947078138315873
85,0.6947078138315873
86,0.6947078138315873
87,0.6947078138315873
88,0.6947078138315873
89,0.6947078138315873
90,0.695372819456329
91,0.695372819456329
92,0.695372819456329
93,0.695372819456329
94,0.695372819456329
95,0.695372819456329
96,0.695372819456329
97,0.6945999161670221
98,0.6945999161670221
99,0.6945999161670221
100,0.6945999161670221
101,0.6945999161670221
102,0.6945999161670221
103,0.6945999161670221
104,0.6944720368027943
105,0.6944720368027943
106,0.6944720368027943
107,0.6944720368027943
108,0.6944720368027943
109,0.6944720368027943
110,0.6944720368027943
111,0.6952130481852923
112,0.6952130481852923
113,0.6952130481852923
114,0.6952130481852923
115,0.6952130481852923
116,0.6952130481852923
117,0.6952130481852923
118,0.6933692479052033
119,0.6933692479052033
120,0.6933692479052033
121,0.6933692479052033
122,0.6933692479052033
123,0.6933692479052033
124,0.6933692479052033
125,0.6934546990082732
126,0.6934546990082732
127,0.6934546990082732
128,0.6934546990082732
129,0.6934546990082732
130,0.6934546990082732
131,0.6934546990082732
132,0.6930721729537984
133,0.6930721729537984
134,0.6930721729537984
135,0.6930721729537984
136,0.6930721729537984
137,0.6930721729537984
138,0.6930721729537984
139,0.6929918544241277
140,0.6929918544241277
141,0.6929918544241277
142,0.6929918544241277
143,0.6929918544241277
144,0.6929918544241277
145,0.6929918544241277
146,0.6931494665184952
147,0.6931494665184952
148,0.6931494665184952
149,0.6931494665184952
150,0.6931494665184952
151,0.6931494665184952
152,0.6931494665184952
153,0.6934774239378714
154,0.6934774239378714
155,0.6934774239378714
156,0.6934774239378714
157,0.6934774239378714
158,0.6934774239378714
159,0.6934774239378714
160,0.6935201619400703
161,0.6935201619400703
162,0.6935201619400703
163,0.6935201619400703
164,0.6935201619400703
165,0.6935201619400703
166,0.6935201619400703
167,0.6932825323926947
168,0.6932825323926947
169,0.6932825323926947
170,0.6932825323926947
171,0.6932825323926947
172,0.6932825323926947
173,0.6932825323926947
174,0.6933577731108175
175,0.6933577731108175
176,0.6933577731108175
177,0.6933577731108175
178,0.6933577731108175
179,0.6933577731108175
180,0.6933577731108175
181,0.693987417204297
182,0.693987417204297
183,0.693987417204297
184,0.693987417204297
185,0.693987417204297
186,0.693987417204297
187,0.693987417204297
188,0.6938669180407138
189,0.6938669180407138
190,0.6938669180407138
191,0.6938669180407138
192,0.6938669180407138
193,0.6938669180407138
194,0.6938669180407138
195,0.692934931564809
196,0.692934931564809
197,0.692934931564809
198,0.692934931564809
199,0.692934931564809
200,0.692934931564809
201,0.692934931564809
202,0.6932009065124269
203,0.6932009065124269
204,0.6932009065124269
205,0.6932009065124269
206,0.6932009065124269
207,0.6932009065124269
208,0.6932009065124269
209,0.6934519134107322
210,0.6934519134107322
211,0.6934519134107322
212,0.6934519134107322
213,0.6934519134107322
214,0.6934519134107322
215,0.6934519134107322
216,0.6930017300945555
217,0.6930017300945555
218,0.6930017300945555
219,0.6930017300945555
220,0.6930017300945555
221,0.6930017300945555
222,0.6930017300945555
223,0.6928725007681215
224,0.6928725007681215
225,0.6928725007681215
226,0.6928725007681215
227,0.6928725007681215
228,0.6928725007681215
229,0.6928725007681215
230,0.6928142474497715
231,0.6928142474497715
232,0.6928142474497715
233,0.6928142474497715
234,0.6928142474497715
235,0.6928142474497715
236,0.6928142474497715
237,0.6926837748032273
238,0.6926837748032273
239,0.6926837748032273
240,0.6926837748032273
241,0.6926837748032273
242,0.6926837748032273
243,0.6926837748032273
244,0.6926501252151345
245,0.6926501252151345
246,0.6926501252151345
247,0.6926501252151345
248,0.6926501252151345
249,0.6926501252151345
250,0.6926501252151345
251,0.6925886706843996
252,0.6925886706843996
253,0.6925886706843996
254,0.6925886706843996
255,0.6925886706843996
256,0.6925886706843996
257,0.6925886706843996
258,0.6927123089605051
259,0.6927123089605051
260,0.6927123089605051
261,0.6927123089605051
262,0.6927123089605051
263,0.6927123089605051
264,0.6927123089605051
265,0.6927163912498914
266,0.6927163912498914
267,0.6927163912498914
268,0.6927163912498914
269,0.6927163912498914
270,0.6927163912498914
271,0.6927163912498914
272,0.6926414479446683
273,0.6926414479446683
274,0.6926414479446683
275,0.6926414479446683
276,0.6926414479446683
277,0.6926414479446683
278,0.6926414479446683
279,0.6925699259963164
280,0.6925699259963164
281,0.6925699259963164
