round,prototype_step_m,theta_0_0,theta_0_1,theta_1_0,theta_1_1,softmax_0_0,softmax_0_1,softmax_1_0,softmax_1_1
0,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
1,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
2,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
3,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
4,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
5,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
6,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
7,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
8,0,-0.013233017869810513,-0.05120211387398793,0.05259648314721713,0.04934892440220069,0.5094911337855748,0.49050886621442513,0.500811888972696,0.49918811102730404
9,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
10,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
11,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
12,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
13,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
14,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
15,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
16,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
17,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
18,1,-1.8393612636754844,1.7749261319316862,-1.6790445087781367,1.7809899163275547,0.026229589968425962,0.9737704100315742,0.030471016243370435,0.9695289837566295
19,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
20,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
21,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
22,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
23,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
24,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
25,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
26,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
27,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
28,2,1.4561291633159383,-1.5205642950597378,1.5893499408133667,-1.4874045332639487,0.9515100393604871,0.04848996063951305,0.9559236409688853,0.04407635903111471
29,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
30,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
31,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
32,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
33,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
34,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
35,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
36,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
37,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
38,3,-0.2877445162556538,0.22330938451185434,-0.16503505764424875,0.2669804651936667,0.3749464991046297,0.6250535008953704,0.39364514616864266,0.6063548538313572
