round,prototype_step_m,theta_0_0,theta_0_1,theta_1_0,theta_1_1,theta_2_0,theta_2_1,softmax_0_0,softmax_0_1,softmax_1_0,softmax_1_1,softmax_2_0,softmax_2_1
0,0,0.03716270856017211,0.02715771341525975,-0.03327548536443472,0.01160806615333599,0.005834290457036411,0.010934429836450647,0.5025012279218684,0.4974987720781317,0.48878099547874376,0.5112190045212562,0.49872496791892834,0.5012750320810717
1,0,0.03716270856017211,0.02715771341525975,-0.03327548536443472,0.01160806615333599,0.005834290457036411,0.010934429836450647,0.5025012279218684,0.4974987720781317,0.48878099547874376,0.5112190045212562,0.49872496791892834,0.5012750320810717
2,0,0.03716270856017211,0.02715771341525975,-0.03327548536443472,0.01160806615333599,0.005834290457036411,0.010934429836450647,0.5025012279218684,0.4974987720781317,0.48878099547874376,0.5112190045212562,0.49872496791892834,0.5012750320810717
3,0,0.03716270856017211,0.02715771341525975,-0.03327548536443472,0.01160806615333599,0.005834290457036411,0.010934429836450647,0.5025012279218684,0.4974987720781317,0.48878099547874376,0.5112190045212562,0.49872496791892834,0.5012750320810717
4,0,0.03716270856017211,0.02715771341525975,-0.03327548536443472,0.01160806615333599,0.005834290457036411,0.010934429836450647,0.5025012279218684,0.4974987720781317,0.48878099547874376,0.5112190045212562,0.49872496791892834,0.5012750320810717
5,0,0.03716270856017211,0.02715771341525975,-0.03327548536443472,0.01160806615333599,0.005834290457036411,0.010934429836450647,0.5025012279218684,0.4974987720781317,0.48878099547874376,0.5112190045212562,0.49872496791892834,0.5012750320810717
6,1,0.4553056431813278,-0.390985221205896,0.48210791413697285,-0.5037753333480716,0.45072258324587056,-0.4339538629523839,0.6997884882595824,0.3002115117404176,0.7282740202059788,0.27172597979402136,0.7077903575017007,0.29220964249829934
7,1,0.4553056431813278,-0.390985221205896,0.48210791413697285,-0.5037753333480716,0.45072258324587056,-0.4339538629523839,0.6997884882595824,0.3002115117404176,0.7282740202059788,0.27172597979402136,0.7077903575017007,0.29220964249829934
8,1,0.4553056431813278,-0.390985221205896,0.48210791413697285,-0.5037753333480716,0.45072258324587056,-0.4339538629523839,0.6997884882595824,0.3002115117404176,0.7282740202059788,0.27172597979402136,0.7077903575017007,0.29220964249829934
9,1,0.4553056431813278,-0.390985221205896,0.48210791413697285,-0.5037753333480716,0.45072258324587056,-0.4339538629523839,0.6997884882595824,0.3002115117404176,0.7282740202059788,0.27172597979402136,0.7077903575017007,0.29220964249829934
10,1,0.4553056431813278,-0.390985221205896,0.48210791413697285,-0.5037753333480716,0.45072258324587056,-0.4339538629523839,0.6997884882595824,0.3002115117404176,0.7282740202059788,0.27172597979402136,0.7077903575017007,0.29220964249829934
11,1,0.4553056431813278,-0.390985221205896,0.48210791413697285,-0.5037753333480716,0.45072258324587056,-0.4339538629523839,0.6997884882595824,0.3002115117404176,0.7282740202059788,0.27172597979402136,0.7077903575017007,0.29220964249829934
12,1,0.4553056431813278,-0.390985221205896,0.48210791413697285,-0.5037753333480716,0.45072258324587056,-0.4339538629523839,0.6997884882595824,0.3002115117404176,0.7282740202059788,0.27172597979402136,0.7077903575017007,0.29220964249829934
13,2,-0.32998376378817074,0.39430418576360254,-0.41478632732801857,0.39311890811691974,-0.3658969795218272,0.38266569981531384,0.3264494469922819,0.6735505530077182,0.30833705687090035,0.6916629431290997,0.32113456642510363,0.6788654335748965
14,2,-0.32998376378817074,0.39430418576360254,-0.41478632732801857,0.39311890811691974,-0.3658969795218272,0.38266569981531384,0.3264494469922819,0.6735505530077182,0.30833705687090035,0.6916629431290997,0.32113456642510363,0.6788654335748965
15,2,-0.32998376378817074,0.39430418576360254,-0.41478632732801857,0.39311890811691974,-0.3658969795218272,0.38266569981531384,0.3264494469922819,0.6735505530077182,0.30833705687090035,0.6916629431290997,0.32113456642510363,0.6788654335748965
16,2,-0.32998376378817074,0.39430418576360254,-0.41478632732801857,0.39311890811691974,-0.3658969795218272,0.38266569981531384,0.3264494469922819,0.6735505530077182,0.30833705687090035,0.6916629431290997,0.32113456642510363,0.6788654335748965
17,2,-0.32998376378817074,0.39430418576360254,-0.41478632732801857,0.39311890811691974,-0.3658969795218272,0.38266569981531384,0.3264494469922819,0.6735505530077182,0.30833705687090035,0.6916629431290997,0.32113456642510363,0.6788654335748965
18,2,-0.32998376378817074,0.39430418576360254,-0.41478632732801857,0.39311890811691974,-0.3658969795218272,0.38266569981531384,0.3264494469922819,0.6735505530077182,0.30833705687090035,0.6916629431290997,0.32113456642510363,0.6788654335748965
19,2,-0.32998376378817074,0.39430418576360254,-0.41478632732801857,0.39311890811691974,-0.3658969795218272,0.38266569981531384,0.3264494469922819,0.6735505530077182,0.30833705687090035,0.6916629431290997,0.32113456642510363,0.6788654335748965
20,3,0.34024997670835444,-0.27592955473292263,0.30029926232497106,-0.32196668153607,0.3176241401444252,-0.3008554198509388,0.6493491447486536,0.3506508552513464,0.6507337265481319,0.34926627345186806,0.6498726693007892,0.35012733069921065
21,3,0.34024997670835444,-0.27592955473292263,0.30029926232497106,-0.32196668153607,0.3176241401444252,-0.3008554198509388,0.6493491447486536,0.3506508552513464,0.6507337265481319,0.34926627345186806,0.6498726693007892,0.35012733069921065
22,3,0.34024997670835444,-0.27592955473292263,0.30029926232497106,-0.32196668153607,0.3176241401444252,-0.3008554198509388,0.6493491447486536,0.3506508552513464,0.6507337265481319,0.34926627345186806,0.6498726693007892,0.35012733069921065
23,3,0.34024997670835444,-0.27592955473292263,0.30029926232497106,-0.32196668153607,0.3176241401444252,-0.3008554198509388,0.6493491447486536,0.3506508552513464,0.6507337265481319,0.34926627345186806,0.6498726693007892,0.35012733069921065
24,3,0.34024997670835444,-0.27592955473292263,0.30029926232497106,-0.32196668153607,0.3176241401444252,-0.3008554198509388,0.6493491447486536,0.3506508552513464,0.6507337265481319,0.34926627345186806,0.6498726693007892,0.35012733069921065
25,3,0.34024997670835444,-0.27592955473292263,0.30029926232497106,-0.32196668153607,0.3176241401444252,-0.3008554198509388,0.6493491447486536,0.3506508552513464,0.6507337265481319,0.34926627345186806,0.6498726693007892,0.35012733069921065
26,3,0.34024997670835444,-0.27592955473292263,0.30029926232497106,-0.32196668153607,0.3176241401444252,-0.3008554198509388,0.6493491447486536,0.3506508552513464,0.6507337265481319,0.34926627345186806,0.6498726693007892,0.35012733069921065
27,4,0.23954519525027598,-0.17522477327484418,0.20479299287929176,-0.22646041209039067,0.21809686484211005,-0.20132814454862338,0.6022310744192062,0.39776892558079385,0.6061729302130063,0.39382706978699367,0.6033456514784988,0.3966543485215012
28,4,0.23954519525027598,-0.17522477327484418,0.20479299287929176,-0.22646041209039067,0.21809686484211005,-0.20132814454862338,0.6022310744192062,0.39776892558079385,0.6061729302130063,0.39382706978699367,0.6033456514784988,0.3966543485215012
29,4,0.23954519525027598,-0.17522477327484418,0.20479299287929176,-0.22646041209039067,0.21809686484211005,-0.20132814454862338,0.6022310744192062,0.39776892558079385,0.6061729302130063,0.39382706978699367,0.6033456514784988,0.3966543485215012
30,4,0.23954519525027598,-0.17522477327484418,0.20479299287929176,-0.22646041209039067,0.21809686484211005,-0.20132814454862338,0.6022310744192062,0.39776892558079385,0.6061729302130063,0.39382706978699367,0.6033456514784988,0.3966543485215012
31,4,0.23954519525027598,-0.17522477327484418,0.20479299287929176,-0.22646041209039067,0.21809686484211005,-0.20132814454862338,0.6022310744192062,0.39776892558079385,0.6061729302130063,0.39382706978699367,0.6033456514784988,0.3966543485215012
32,4,0.23954519525027598,-0.17522477327484418,0.20479299287929176,-0.22646041209039067,0.21809686484211005,-0.20132814454862338,0.6022310744192062,0.39776892558079385,0.6061729302130063,0.39382706978699367,0.6033456514784988,0.3966543485215012
33,4,0.23954519525027598,-0.17522477327484418,0.20479299287929176,-0.22646041209039067,0.21809686484211005,-0.20132814454862338,0.6022310744192062,0.39776892558079385,0.6061729302130063,0.39382706978699367,0.6033456514784988,0.3966543485215012
34,5,0.10984933751258405,-0.045528915537152354,0.06574461303241375,-0.08741203224351266,0.08579774083578312,-0.06902902054229654,0.5387666013887799,0.4612333986112201,0.5382144908642126,0.4617855091357875,0.5386295543532664,0.46137044564673346
35,5,0.10984933751258405,-0.045528915537152354,0.06574461303241375,-0.08741203224351266,0.08579774083578312,-0.06902902054229654,0.5387666013887799,0.4612333986112201,0.5382144908642126,0.4617855091357875,0.5386295543532664,0.46137044564673346
36,5,0.10984933751258405,-0.045528915537152354,0.06574461303241375,-0.08741203224351266,0.08579774083578312,-0.06902902054229654,0.5387666013887799,0.4612333986112201,0.5382144908642126,0.4617855091357875,0.5386295543532664,0.46137044564673346
37,5,0.10984933751258405,-0.045528915537152354,0.06574461303241375,-0.08741203224351266,0.08579774083578312,-0.06902902054229654,0.5387666013887799,0.4612333986112201,0.5382144908642126,0.4617855091357875,0.5386295543532664,0.46137044564673346
38,5,0.10984933751258405,-0.045528915537152354,0.06574461303241375,-0.08741203224351266,0.08579774083578312,-0.06902902054229654,0.5387666013887799,0.4612333986112201,0.5382144908642126,0.4617855091357875,0.5386295543532664,0.46137044564673346
39,5,0.10984933751258405,-0.045528915537152354,0.06574461303241375,-0.08741203224351266,0.08579774083578312,-0.06902902054229654,0.5387666013887799,0.4612333986112201,0.5382144908642126,0.4617855091357875,0.5386295543532664,0.46137044564673346
40,5,0.10984933751258405,-0.045528915537152354,0.06574461303241375,-0.08741203224351266,0.08579774083578312,-0.06902902054229654,0.5387666013887799,0.4612333986112201,0.5382144908642126,0.4617855091357875,0.5386295543532664,0.46137044564673346
41,6,0.011763365063115469,0.05255705691231638,-0.027134229964026424,0.005466810752927473,-0.010814561217353205,0.02758328151083987,0.48980299109018566,0.5101970089098143,0.49185046160434437,0.5081495383956557,0.49040171859327736,0.5095982814067227
42,6,0.011763365063115469,0.05255705691231638,-0.027134229964026424,0.005466810752927473,-0.010814561217353205,0.02758328151083987,0.48980299109018566,0.5101970089098143,0.49185046160434437,0.5081495383956557,0.49040171859327736,0.5095982814067227
