round,belief_accuracy
0,0.34285714285714286
1,0.34408163265306124
2,0.34653061224489795
3,0.3469387755102041
4,0.3485714285714286
5,0.35061224489795917
6,0.3522448979591837
7,0.3546938775510204
8,0.3563265306122449
9,0.3020408163265306
10,0.30489795918367346
11,0.3073469387755102
12,0.3089795918367347
13,0.3110204081632653
14,0.31142857142857144
15,0.313469387755102
16,0.3146938775510204
17,0.3159183673469388
18,0.3171428571428571
19,0.31795918367346937
20,0.3187755102040816
21,0.32040816326530613
22,0.32040816326530613
23,0.3220408163265306
24,0.32285714285714284
25,0.3240816326530612
26,0.3248979591836735
27,0.32693877551020406
28,0.3293877551020408
29,0.3289795918367347
30,0.3293877551020408
31,0.3310204081632653
32,0.3314285714285714
33,0.3330612244897959
34,0.3342857142857143
35,0.3342857142857143
36,0.33510204081632655
37,0.3355102040816327
38,0.33714285714285713
39,0.33877551020408164
40,0.33918367346938777
41,0.3404081632653061
42,0.3420408163265306
43,0.343265306122449
44,0.34530612244897957
45,0.3461224489795918
46,0.34775510204081633
47,0.34938775510204084
48,0.35020408163265304
49,0.35061224489795917
50,0.3514285714285714
51,0.3522448979591837
52,0.3538775510204082
53,0.35428571428571426
54,0.3563265306122449
55,0.3563265306122449
56,0.35877551020408166
57,0.36
58,0.36122448979591837
59,0.3616326530612245
60,0.36244897959183675
61,0.3636734693877551
62,0.3640816326530612
63,0.3640816326530612
64,0.36489795918367346
65,0.36653061224489797
66,0.3673469387755102
67,0.3689795918367347
68,0.3710204081632653
69,0.37183673469387757
70,0.3726530612244898
71,0.3726530612244898
72,0.3730612244897959
73,0.37387755102040815
74,0.37510204081632653
75,0.37673469387755104
76,0.37714285714285717
77,0.37795918367346937
78,0.37795918367346937
79,0.3783673469387755
80,0.37918367346938775
81,0.3795918367346939
82,0.38
83,0.3812244897959184
84,0.3820408163265306
85,0.38285714285714284
86,0.3836734693877551
87,0.38448979591836735
88,0.3853061224489796
89,0.386530612244898
90,0.38693877551020406
91,0.3889795918367347
92,0.3906122448979592
93,0.39183673469387753
94,0.39224489795918366
95,0.39183673469387753
96,0.39346938775510204
97,0.3942857142857143
98,0.3946938775510204
99,0.3946938775510204
100,0.39510204081632655
101,0.396734693877551
102,0.39714285714285713
103,0.39877551020408164
104,0.40040816326530615
105,0.4016326530612245
106,0.4020408163265306
107,0.40244897959183673
108,0.40285714285714286
109,0.40448979591836737
110,0.40530612244897957
111,0.4069387755102041
112,0.40816326530612246
113,0.4089795918367347
114,0.4097959183673469
115,0.4114285714285714
116,0.41346938775510206
117,0.4146938775510204
118,0.4151020408163265
119,0.4163265306122449
120,0.416734693877551
121,0.4175510204081633
122,0.4179591836734694
123,0.41836734693877553
124,0.41836734693877553
125,0.41959183673469386
126,0.4204081632653061
127,0.42
128,0.42081632653061224
129,0.4216326530612245
130,0.4216326530612245
131,0.4216326530612245
132,0.4216326530612245
133,0.4216326530612245
134,0.42244897959183675
135,0.4228571428571429
136,0.4236734693877551
137,0.4236734693877551
138,0.4236734693877551
139,0.4240816326530612
140,0.4253061224489796
141,0.4253061224489796
142,0.4253061224489796
143,0.42612244897959184
144,0.4273469387755102
145,0.4281632653061225
